prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p6011,6010,10,2,"A magical tome glowing with ethereal light, its pages filled with enchanted photographs that shimmer and shift, surrounded by floating runes and mystical symbols, set against a misty ambiance with vibrant color palette, high resolution, and intricate details.",bottom,6022347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6011__seed_6022347.png,14.761831,ok,37.82435607910156,ViT-B-32/laion2b_s34b_b79k,0.310546875,v2.1,1.8854801654815674,ImageReward-v1.0
p6012,6011,11,2,"Impressionist mechas and baroque palace on an alien planet, lush vegetation with rich textures, sweeping deserts, jagged mountains, soft brushstrokes, misty fog, mystical atmosphere, vibrant color palette, by Claude Monet, artgerm, cgsociety, ryan church",bottom,6023347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6012__seed_6023347.png,14.779525,ok,35.735599517822266,ViT-B-32/laion2b_s34b_b79k,0.306640625,v2.1,1.716939091682434,ImageReward-v1.0
p6013,6012,12,2,"a scientist accepting an award, illustrated in a vibrant, detailed art nouveau style with intricate floral patterns and decorative borders",bottom,6024347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6013__seed_6024347.png,14.807016,ok,36.533634185791016,ViT-B-32/laion2b_s34b_b79k,0.2978515625,v2.1,1.4453901052474976,ImageReward-v1.0
p6014,6013,13,2,"A dreamy, egg-shaped kaleidoscope of swirling, vibrant colors, surrounded by whimsical, floating objects like feathers and stars, against a deep, enchanted darkness with a misty ambiance and ethereal glow.",bottom,6025347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6014__seed_6025347.png,14.819958,ok,38.88827896118164,ViT-B-32/laion2b_s34b_b79k,0.369140625,v2.1,1.4516310691833496,ImageReward-v1.0
p6015,6014,14,2,"color powder explosion in an anime key visual, vibrant particles with intricate details, sharp focus on the dynamic composition, golden ratio framing, cyberpunk elements with neon accents, futuristic baroque background with rich textures, ethereal glow, high resolution",bottom,6026347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6015__seed_6026347.png,14.82912,ok,28.2890739440918,ViT-B-32/laion2b_s34b_b79k,0.26416015625,v2.1,1.0458106994628906,ImageReward-v1.0
p6016,6015,15,2,Industrial sunset with four silhouetted figures and detailed machinery.,bottom,6027347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6016__seed_6027347.png,14.80186,ok,38.106388092041016,ViT-B-32/laion2b_s34b_b79k,0.2998046875,v2.1,1.697905421257019,ImageReward-v1.0
p6017,6016,16,2,"Manga-style illustration of a majestic mountain, with dynamic lines and bold shading, set against a dramatic sky.",bottom,6028347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6017__seed_6028347.png,15.02943,ok,37.85456466674805,ViT-B-32/laion2b_s34b_b79k,0.28564453125,v2.1,1.0257476568222046,ImageReward-v1.0
p6018,6017,17,2,"A solitary astronaut floats in stop-motion orbit around a vivid, hand-crafted planet, casting delicate shadows against a star-studded backdrop under a soft golden hour light, with intricate details and a serene mood.",bottom,6029347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6018__seed_6029347.png,14.800764,ok,31.920522689819336,ViT-B-32/laion2b_s34b_b79k,0.261962890625,v2.1,1.2596712112426758,ImageReward-v1.0
p6019,6018,18,2,"a colossal neon-lit tree in a futuristic field, ultra-detailed cybernetic flora, neon skies, neonpunk matte painting, concept art, vibrant color palette, ethereal glow, high resolution, sharp focus, dynamic perspective",bottom,6030347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6019__seed_6030347.png,15.282156,ok,42.40589904785156,ViT-B-32/laion2b_s34b_b79k,0.321044921875,v2.1,1.8980225324630737,ImageReward-v1.0
p6020,6019,19,2,"Neonpunk concept art: a vast, futuristic inner garden under a glowing, intricate dome, desolate and eerie, covered in neon-red slime, uncanny atmosphere, low light, cybernetic flora, digital painting, highly detailed, sharp focus, artstation hq",bottom,6031347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6020__seed_6031347.png,14.823311,ok,38.558895111083984,ViT-B-32/laion2b_s34b_b79k,0.30126953125,v2.1,0.9644559621810913,ImageReward-v1.0
p6021,6020,20,2,"Technical illustration of a cozy breakfast still life: plate with egg, toast, mushrooms, detailed wooden tones, precise shading, and technical annotations.",bottom,6032347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6021__seed_6032347.png,14.85099,ok,39.09097290039063,ViT-B-32/laion2b_s34b_b79k,0.31982421875,v2.1,1.1175850629806519,ImageReward-v1.0
p6022,6021,21,2,"Daniel Radcliffe in a monks tunic, holding a glowing fire staff, digital art, ultra-detailed, cyberpunk aesthetics, neon highlights, high contrast, dramatic chiaroscuro, sharp focus, trending on Artstation, octane render, art by Ross Tran",bottom,6033347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6022__seed_6033347.png,14.803148,ok,32.91228485107422,ViT-B-32/laion2b_s34b_b79k,0.356689453125,v2.1,1.9127663373947144,ImageReward-v1.0
p6023,6022,22,2,"Neonpunk robot app icon, ultra-detailed, vibrant neon colors, sleek glass texture, futuristic cityscape background, high contrast, sharp lines, dynamic perspective, ethereal glow.",bottom,6034347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6023__seed_6034347.png,14.799961,ok,37.153839111328125,ViT-B-32/laion2b_s34b_b79k,0.34228515625,v2.1,1.1135728359222412,ImageReward-v1.0
p6024,6023,23,2,"8-bit musical notes spiraling around a pixelated Earth, vibrant color palette, soft golden hour light, dynamic perspective, high resolution, sharp focus",bottom,6035347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6024__seed_6035347.png,14.79227,ok,40.746429443359375,ViT-B-32/laion2b_s34b_b79k,0.338134765625,v2.1,1.6644718647003174,ImageReward-v1.0
p6025,6024,24,2,"a black t-shirt with a detailed manga-style peace sign, intricate linework, subtle shading, and a high-contrast print, under soft golden hour light, with a sharp focus and rich textures",bottom,6036347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6025__seed_6036347.png,14.943787,ok,39.2449951171875,ViT-B-32/laion2b_s34b_b79k,0.25244140625,v2.1,1.6370292901992798,ImageReward-v1.0
p6026,6025,25,2,"Charming manga girl, illustrated in a classic storybook style with delicate lines and whimsical colors, surrounded by magical elements and fantastical creatures, bathed in soft golden hour light, with rich textures and a serene mood.",bottom,6037347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6026__seed_6037347.png,15.627328,ok,35.470542907714844,ViT-B-32/laion2b_s34b_b79k,0.320068359375,v2.1,0.4975603222846985,ImageReward-v1.0
p6027,6026,26,2,"A majestic blue dragon, elegant and formidable, surveys its domain under a dramatic chiaroscuro, rendered in a digital art style with vivid, glowing colors, intricate pixelated details, and a dynamic perspective.",bottom,6038347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6027__seed_6038347.png,14.838095,ok,39.33022689819336,ViT-B-32/laion2b_s34b_b79k,0.332275390625,v2.1,1.3208696842193604,ImageReward-v1.0
p6028,6027,27,2,"Mt Rainier at sunrise, mountain shadow casting on clouds, pixel art style, vibrant color palette, detailed pixelation, high resolution, dynamic perspective",bottom,6039347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6028__seed_6039347.png,14.805856,ok,40.01298522949219,ViT-B-32/laion2b_s34b_b79k,0.2861328125,v2.1,0.7868805527687073,ImageReward-v1.0
p6029,6028,28,2,"a cross-section view of a walnut, rendered in anime style with vibrant colors and exaggerated details, showcasing the intricate patterns inside the nut, bathed in soft, ethereal glow, with a sense of wonder and dynamic perspective",bottom,6040347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6029__seed_6040347.png,14.986123,ok,40.91585159301758,ViT-B-32/laion2b_s34b_b79k,0.2841796875,v2.1,1.0278438329696655,ImageReward-v1.0
p6030,6029,29,2,"8-bit calculus equations floating in a pixelated world, vibrant color palette, retro aesthetic, dynamic perspective, soft glow, high resolution",bottom,6041347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6030__seed_6041347.png,14.820266,ok,34.94591522216797,ViT-B-32/laion2b_s34b_b79k,0.26708984375,v2.1,0.5776644349098206,ImageReward-v1.0
p6031,6030,30,2,"A moody cinematic river landscape with a lone boat and figure, enveloped by towering, shadowy green mountains, bathed in soft golden hour light, with intricate details and a serene mood.",bottom,6042347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6031__seed_6042347.png,14.796311,ok,32.267337799072266,ViT-B-32/laion2b_s34b_b79k,0.258056640625,v2.1,0.7371875643730164,ImageReward-v1.0
p6032,6031,31,2,"highly detailed 3D modern business logo with letter M for fine jewelry collection, dark background, intricate textures, polished surfaces, gemstone accents, soft golden hour light, vibrant color palette, sharp focus",bottom,6043347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6032__seed_6043347.png,14.80124,ok,37.42486190795898,ViT-B-32/laion2b_s34b_b79k,0.262939453125,v2.1,0.9176352620124817,ImageReward-v1.0
p6033,6032,32,2,"Anime-style spaceship, futuristic utopia, semi-transparent golden engines, soaring above a bustling city, fine details, ethereal atmospheric glow, vibrant color palette, dynamic angles, studio anime aesthetic, high resolution, sharp focus",bottom,6044347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6033__seed_6044347.png,14.827915,ok,32.2362060546875,ViT-B-32/laion2b_s34b_b79k,0.304443359375,v2.1,0.751518189907074,ImageReward-v1.0
p6034,6033,33,2,"a stylized vector animation of a cloud goddess with closed eyes, surrounded by several birds flying in ethereal clouds, vibrant color palette, smooth lines, flat shading, high resolution, trending on Artstation",bottom,6045347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6034__seed_6045347.png,14.828123,ok,38.16085052490234,ViT-B-32/laion2b_s34b_b79k,0.326904296875,v2.1,1.8720754384994507,ImageReward-v1.0
p6035,6034,34,2,"An adorable space explorer, clad in a highly detailed starry suit, stands on rugged rocky terrain beneath a serene night sky with vibrant, glowing stars, featuring intricate anime-style shading and a soft golden hour light, creating a misty ambiance and dynamic perspective.",bottom,6046347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6035__seed_6046347.png,14.804513,ok,36.82895660400391,ViT-B-32/laion2b_s34b_b79k,0.34375,v2.1,1.6563563346862793,ImageReward-v1.0
p6036,6035,35,2,"a dynamic comic panel of a baseball team in action, with exaggerated motion lines, bold, vibrant colors, and dramatic chiaroscuro lighting, capturing the intense energy of the game, high resolution, photorealistic",bottom,6047347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6036__seed_6047347.png,14.804678,ok,41.14007186889648,ViT-B-32/laion2b_s34b_b79k,0.3466796875,v2.1,1.3994550704956055,ImageReward-v1.0
p6037,6036,36,2,"animated illustration of a creature devouring a Phoenix, Karl kopinsky style, vibrant colors, fluid motion, exaggerated expressions",bottom,6048347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6037__seed_6048347.png,14.832196,ok,36.50226593017578,ViT-B-32/laion2b_s34b_b79k,0.337890625,v2.1,1.574643850326538,ImageReward-v1.0
p6038,6037,37,2,"Close-up digital art: Vibrant red ant on a pristine white flower, sharp details, soft gradient background, high resolution, ethereal glow.",bottom,6049347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6038__seed_6049347.png,14.835022,ok,39.38069152832031,ViT-B-32/laion2b_s34b_b79k,0.319091796875,v2.1,1.6049306392669678,ImageReward-v1.0
p6039,6038,38,2,"3D volumetric man carrying a horse, dramatic chiaroscuro lighting, smooth gradients, rich textures, realistic shadows, shallow depth of field, high resolution",bottom,6050347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6039__seed_6050347.png,14.813459,ok,33.71207046508789,ViT-B-32/laion2b_s34b_b79k,0.27978515625,v2.1,0.13784444332122803,ImageReward-v1.0
p6040,6039,39,2,"Claymation girl, vibrant colors, exaggerated features, playful stop-motion animation, dynamic poses.",bottom,6051347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6040__seed_6051347.png,14.84899,ok,34.11191177368164,ViT-B-32/laion2b_s34b_b79k,0.300537109375,v2.1,1.3274121284484863,ImageReward-v1.0
p6041,6040,40,2,"a centered watercolor of an alien mystical tribal goddess adorned with cables and synthesizer parts, surrounded by sacred geometry, full body, exquisite face, powerful, ethereal, beautifully lit, flowing colors, soft edges, vibrant hues, 8k",bottom,6052347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6041__seed_6052347.png,14.7769,ok,38.37189483642578,ViT-B-32/laion2b_s34b_b79k,0.324951171875,v2.1,1.82596755027771,ImageReward-v1.0
p6042,6041,41,2,"In a whimsical night sky, a pink dragon-like creature with intricate scales stands on a mossy rock, eyes wide with wonder, surrounded by twinkling stars under a soft golden hour light, with a serene mood and rich textures.",bottom,6053347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6042__seed_6053347.png,14.790992,ok,42.677127838134766,ViT-B-32/laion2b_s34b_b79k,0.39306640625,v2.1,1.9849121570587158,ImageReward-v1.0
p6043,6042,42,2,"a lovebird-raptor hybrid dinosaur, digital art, hyper-realistic, vivid colors, intricate details, high definition, soft golden hour light, dynamic perspective, rich textures, serene mood",bottom,6054347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6043__seed_6054347.png,14.766322,ok,34.713619232177734,ViT-B-32/laion2b_s34b_b79k,0.335205078125,v2.1,-0.34812358021736145,ImageReward-v1.0
p6044,6043,43,2,"Dungeons and dragons dire wolf, calm expression, digital painterly style, soft brushstrokes, vibrant colors, dynamic lighting, fantasy realm",bottom,6055347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6044__seed_6055347.png,15.025482,ok,29.95274353027344,ViT-B-32/laion2b_s34b_b79k,0.29931640625,v2.1,0.8755651712417603,ImageReward-v1.0
p6045,6044,44,2,"a dreamy fantasy map of a JRPG world, top-down view, swirling mists and ethereal landscapes, reminiscent of King's Quest 5, with glowing runes and ancient symbols, soft golden hour light, rich textures, vibrant color palette, high resolution, sharp focus",bottom,6056347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6045__seed_6056347.png,14.828555,ok,35.986656188964844,ViT-B-32/laion2b_s34b_b79k,0.276611328125,v2.1,1.3922102451324463,ImageReward-v1.0
p6046,6045,45,2,"a manga-style tennis court with three vividly detailed yellow cones, dynamic linework, expressive shading, and a vibrant color palette, under soft golden hour light, with a dynamic perspective and sharp focus",bottom,6057347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6046__seed_6057347.png,14.779615,ok,38.442508697509766,ViT-B-32/laion2b_s34b_b79k,0.29150390625,v2.1,0.6685288548469543,ImageReward-v1.0
p6047,6046,46,2,"8-bit pixel art of ace ventura in space, his body exploding in a blocky, vibrant display, retro color palette, simple yet striking, low-res detail, nostalgic gaming aesthetic, symmetrical explosion, dim pixelated lighting, classic game feel, pixel-perfect, masterpiece, artstation, stunning,",bottom,6058347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6047__seed_6058347.png,14.779276,ok,40.45370864868164,ViT-B-32/laion2b_s34b_b79k,0.3271484375,v2.1,1.1403933763504028,ImageReward-v1.0
p6048,6047,47,2,"a bottle, high-resolution, crisp focus, studio lighting, neutral background, realistic texture",bottom,6059347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6048__seed_6059347.png,14.756836,ok,35.1628532409668,ViT-B-32/laion2b_s34b_b79k,0.2457275390625,v2.1,1.3734780550003052,ImageReward-v1.0
p6049,6048,48,2,"cinematic, grainy, very cute disney pixar son goku, iconic film character, detailed 3D render, white background, dragonball, concept art, by ilya kuvshinov, katsuhiro otomo, jeremy lipkin, michael garmash, rob rey, disney pixar wreck it ralph",bottom,6060347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6049__seed_6060347.png,14.764192,ok,33.52317810058594,ViT-B-32/laion2b_s34b_b79k,0.320556640625,v2.1,0.5748715996742249,ImageReward-v1.0
p6050,6049,49,2,"upper body of a gundam, blue eyes, super detailed face, hostile, imposing, mechanical, cinematic, moody, deep shadows, tense atmosphere, futuristic, strategic, agile, night city, blue glow, high contrast, sharp focus, dynamic perspective, vibrant color palette",bottom,6061347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6050__seed_6061347.png,14.778652,ok,38.66129684448242,ViT-B-32/laion2b_s34b_b79k,0.31005859375,v2.1,0.19819508492946625,ImageReward-v1.0
p6051,6050,50,2,"elon musk as viking, 3D model, dramatic lighting, skull on the chest, cinematic shadows, sharp focus, highly detailed, digital art, concept art, artstation, art by artgerm and greg rutkowski",bottom,6062347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6051__seed_6062347.png,14.778287,ok,34.94560623168945,ViT-B-32/laion2b_s34b_b79k,0.294189453125,v2.1,1.7775100469589233,ImageReward-v1.0
p6052,6051,51,2,"a detailed manga portrait of reimu hakurei, with intricate linework and vibrant colors, set against a gold and marble backdrop, in the style of artgerm and ruan jia",bottom,6063347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6052__seed_6063347.png,14.793273,ok,38.25169372558594,ViT-B-32/laion2b_s34b_b79k,0.321044921875,v2.1,0.7266187071800232,ImageReward-v1.0
p6053,6052,52,2,"In manga style, a sandstorm engulfs Beijing. Determined workers trudge through, coated in mud.",bottom,6064347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6053__seed_6064347.png,14.796106,ok,38.71201705932617,ViT-B-32/laion2b_s34b_b79k,0.34619140625,v2.1,1.9308342933654785,ImageReward-v1.0
p6054,6053,53,2,"a cinematic, photorealistic oil painting of a colossal bonsai tree sprawling over the earth's edge, bathed in soft golden hour light, with intricate details, vibrant color palette, and a sense of awe and grandeur.",bottom,6065347,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_3rdseed/chunk_6/images/p6054__seed_6065347.png,14.769129,ok,38.449825286865234,ViT-B-32/laion2b_s34b_b79k,0.36767578125,v2.1,0.9228997230529785,ImageReward-v1.0
