prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p6011,6010,10,0,"A magical tome glowing with ethereal light, its pages filled with enchanted photographs that shimmer and shift, surrounded by floating runes and mystical symbols, set against a misty ambiance with vibrant color palette, high resolution, and intricate details.",bottom,6022345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6011__seed_6022345.png,14.333042,ok
p6012,6011,11,0,"Impressionist mechas and baroque palace on an alien planet, lush vegetation with rich textures, sweeping deserts, jagged mountains, soft brushstrokes, misty fog, mystical atmosphere, vibrant color palette, by Claude Monet, artgerm, cgsociety, ryan church",bottom,6023345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6012__seed_6023345.png,14.355739,ok
p6013,6012,12,0,"a scientist accepting an award, illustrated in a vibrant, detailed art nouveau style with intricate floral patterns and decorative borders",bottom,6024345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6013__seed_6024345.png,14.379792,ok
p6014,6013,13,0,"A dreamy, egg-shaped kaleidoscope of swirling, vibrant colors, surrounded by whimsical, floating objects like feathers and stars, against a deep, enchanted darkness with a misty ambiance and ethereal glow.",bottom,6025345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6014__seed_6025345.png,14.515223,ok
p6015,6014,14,0,"color powder explosion in an anime key visual, vibrant particles with intricate details, sharp focus on the dynamic composition, golden ratio framing, cyberpunk elements with neon accents, futuristic baroque background with rich textures, ethereal glow, high resolution",bottom,6026345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6015__seed_6026345.png,14.389793,ok
p6016,6015,15,0,Industrial sunset with four silhouetted figures and detailed machinery.,bottom,6027345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6016__seed_6027345.png,14.38314,ok
p6017,6016,16,0,"Manga-style illustration of a majestic mountain, with dynamic lines and bold shading, set against a dramatic sky.",bottom,6028345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6017__seed_6028345.png,14.398171,ok
p6018,6017,17,0,"A solitary astronaut floats in stop-motion orbit around a vivid, hand-crafted planet, casting delicate shadows against a star-studded backdrop under a soft golden hour light, with intricate details and a serene mood.",bottom,6029345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6018__seed_6029345.png,14.487932,ok
p6019,6018,18,0,"a colossal neon-lit tree in a futuristic field, ultra-detailed cybernetic flora, neon skies, neonpunk matte painting, concept art, vibrant color palette, ethereal glow, high resolution, sharp focus, dynamic perspective",bottom,6030345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6019__seed_6030345.png,14.353289,ok
p6020,6019,19,0,"Neonpunk concept art: a vast, futuristic inner garden under a glowing, intricate dome, desolate and eerie, covered in neon-red slime, uncanny atmosphere, low light, cybernetic flora, digital painting, highly detailed, sharp focus, artstation hq",bottom,6031345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6020__seed_6031345.png,14.412058,ok
p6021,6020,20,0,"Technical illustration of a cozy breakfast still life: plate with egg, toast, mushrooms, detailed wooden tones, precise shading, and technical annotations.",bottom,6032345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6021__seed_6032345.png,14.351374,ok
p6022,6021,21,0,"Daniel Radcliffe in a monks tunic, holding a glowing fire staff, digital art, ultra-detailed, cyberpunk aesthetics, neon highlights, high contrast, dramatic chiaroscuro, sharp focus, trending on Artstation, octane render, art by Ross Tran",bottom,6033345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6022__seed_6033345.png,14.461433,ok
p6023,6022,22,0,"Neonpunk robot app icon, ultra-detailed, vibrant neon colors, sleek glass texture, futuristic cityscape background, high contrast, sharp lines, dynamic perspective, ethereal glow.",bottom,6034345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6023__seed_6034345.png,14.353083,ok
p6024,6023,23,0,"8-bit musical notes spiraling around a pixelated Earth, vibrant color palette, soft golden hour light, dynamic perspective, high resolution, sharp focus",bottom,6035345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6024__seed_6035345.png,14.348354,ok
p6025,6024,24,0,"a black t-shirt with a detailed manga-style peace sign, intricate linework, subtle shading, and a high-contrast print, under soft golden hour light, with a sharp focus and rich textures",bottom,6036345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6025__seed_6036345.png,14.321167,ok
p6026,6025,25,0,"Charming manga girl, illustrated in a classic storybook style with delicate lines and whimsical colors, surrounded by magical elements and fantastical creatures, bathed in soft golden hour light, with rich textures and a serene mood.",bottom,6037345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6026__seed_6037345.png,14.562986,ok
p6027,6026,26,0,"A majestic blue dragon, elegant and formidable, surveys its domain under a dramatic chiaroscuro, rendered in a digital art style with vivid, glowing colors, intricate pixelated details, and a dynamic perspective.",bottom,6038345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6027__seed_6038345.png,14.424162,ok
p6028,6027,27,0,"Mt Rainier at sunrise, mountain shadow casting on clouds, pixel art style, vibrant color palette, detailed pixelation, high resolution, dynamic perspective",bottom,6039345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6028__seed_6039345.png,14.308186,ok
p6029,6028,28,0,"a cross-section view of a walnut, rendered in anime style with vibrant colors and exaggerated details, showcasing the intricate patterns inside the nut, bathed in soft, ethereal glow, with a sense of wonder and dynamic perspective",bottom,6040345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6029__seed_6040345.png,14.346872,ok
p6030,6029,29,0,"8-bit calculus equations floating in a pixelated world, vibrant color palette, retro aesthetic, dynamic perspective, soft glow, high resolution",bottom,6041345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6030__seed_6041345.png,14.434592,ok
p6031,6030,30,0,"A moody cinematic river landscape with a lone boat and figure, enveloped by towering, shadowy green mountains, bathed in soft golden hour light, with intricate details and a serene mood.",bottom,6042345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6031__seed_6042345.png,14.306529,ok
p6032,6031,31,0,"highly detailed 3D modern business logo with letter M for fine jewelry collection, dark background, intricate textures, polished surfaces, gemstone accents, soft golden hour light, vibrant color palette, sharp focus",bottom,6043345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6032__seed_6043345.png,14.300732,ok
p6033,6032,32,0,"Anime-style spaceship, futuristic utopia, semi-transparent golden engines, soaring above a bustling city, fine details, ethereal atmospheric glow, vibrant color palette, dynamic angles, studio anime aesthetic, high resolution, sharp focus",bottom,6044345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6033__seed_6044345.png,14.326832,ok
p6034,6033,33,0,"a stylized vector animation of a cloud goddess with closed eyes, surrounded by several birds flying in ethereal clouds, vibrant color palette, smooth lines, flat shading, high resolution, trending on Artstation",bottom,6045345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6034__seed_6045345.png,14.499343,ok
p6035,6034,34,0,"An adorable space explorer, clad in a highly detailed starry suit, stands on rugged rocky terrain beneath a serene night sky with vibrant, glowing stars, featuring intricate anime-style shading and a soft golden hour light, creating a misty ambiance and dynamic perspective.",bottom,6046345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6035__seed_6046345.png,14.319823,ok
p6036,6035,35,0,"a dynamic comic panel of a baseball team in action, with exaggerated motion lines, bold, vibrant colors, and dramatic chiaroscuro lighting, capturing the intense energy of the game, high resolution, photorealistic",bottom,6047345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6036__seed_6047345.png,14.352889,ok
p6037,6036,36,0,"animated illustration of a creature devouring a Phoenix, Karl kopinsky style, vibrant colors, fluid motion, exaggerated expressions",bottom,6048345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6037__seed_6048345.png,14.331148,ok
p6038,6037,37,0,"Close-up digital art: Vibrant red ant on a pristine white flower, sharp details, soft gradient background, high resolution, ethereal glow.",bottom,6049345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6038__seed_6049345.png,14.494377,ok
p6039,6038,38,0,"3D volumetric man carrying a horse, dramatic chiaroscuro lighting, smooth gradients, rich textures, realistic shadows, shallow depth of field, high resolution",bottom,6050345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6039__seed_6050345.png,14.314114,ok
p6040,6039,39,0,"Claymation girl, vibrant colors, exaggerated features, playful stop-motion animation, dynamic poses.",bottom,6051345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6040__seed_6051345.png,14.401541,ok
p6041,6040,40,0,"a centered watercolor of an alien mystical tribal goddess adorned with cables and synthesizer parts, surrounded by sacred geometry, full body, exquisite face, powerful, ethereal, beautifully lit, flowing colors, soft edges, vibrant hues, 8k",bottom,6052345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6041__seed_6052345.png,14.32491,ok
p6042,6041,41,0,"In a whimsical night sky, a pink dragon-like creature with intricate scales stands on a mossy rock, eyes wide with wonder, surrounded by twinkling stars under a soft golden hour light, with a serene mood and rich textures.",bottom,6053345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6042__seed_6053345.png,14.459745,ok
p6043,6042,42,0,"a lovebird-raptor hybrid dinosaur, digital art, hyper-realistic, vivid colors, intricate details, high definition, soft golden hour light, dynamic perspective, rich textures, serene mood",bottom,6054345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6043__seed_6054345.png,14.340822,ok
p6044,6043,43,0,"Dungeons and dragons dire wolf, calm expression, digital painterly style, soft brushstrokes, vibrant colors, dynamic lighting, fantasy realm",bottom,6055345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6044__seed_6055345.png,14.335938,ok
p6045,6044,44,0,"a dreamy fantasy map of a JRPG world, top-down view, swirling mists and ethereal landscapes, reminiscent of King's Quest 5, with glowing runes and ancient symbols, soft golden hour light, rich textures, vibrant color palette, high resolution, sharp focus",bottom,6056345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6045__seed_6056345.png,14.376751,ok
p6046,6045,45,0,"a manga-style tennis court with three vividly detailed yellow cones, dynamic linework, expressive shading, and a vibrant color palette, under soft golden hour light, with a dynamic perspective and sharp focus",bottom,6057345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6046__seed_6057345.png,14.447305,ok
p6047,6046,46,0,"8-bit pixel art of ace ventura in space, his body exploding in a blocky, vibrant display, retro color palette, simple yet striking, low-res detail, nostalgic gaming aesthetic, symmetrical explosion, dim pixelated lighting, classic game feel, pixel-perfect, masterpiece, artstation, stunning,",bottom,6058345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6047__seed_6058345.png,14.353731,ok
p6048,6047,47,0,"a bottle, high-resolution, crisp focus, studio lighting, neutral background, realistic texture",bottom,6059345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6048__seed_6059345.png,14.329455,ok
p6049,6048,48,0,"cinematic, grainy, very cute disney pixar son goku, iconic film character, detailed 3D render, white background, dragonball, concept art, by ilya kuvshinov, katsuhiro otomo, jeremy lipkin, michael garmash, rob rey, disney pixar wreck it ralph",bottom,6060345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6049__seed_6060345.png,14.334242,ok
p6050,6049,49,0,"upper body of a gundam, blue eyes, super detailed face, hostile, imposing, mechanical, cinematic, moody, deep shadows, tense atmosphere, futuristic, strategic, agile, night city, blue glow, high contrast, sharp focus, dynamic perspective, vibrant color palette",bottom,6061345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6050__seed_6061345.png,14.82911,ok
p6051,6050,50,0,"elon musk as viking, 3D model, dramatic lighting, skull on the chest, cinematic shadows, sharp focus, highly detailed, digital art, concept art, artstation, art by artgerm and greg rutkowski",bottom,6062345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6051__seed_6062345.png,14.516323,ok
p6052,6051,51,0,"a detailed manga portrait of reimu hakurei, with intricate linework and vibrant colors, set against a gold and marble backdrop, in the style of artgerm and ruan jia",bottom,6063345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6052__seed_6063345.png,14.332981,ok
p6053,6052,52,0,"In manga style, a sandstorm engulfs Beijing. Determined workers trudge through, coated in mud.",bottom,6064345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6053__seed_6064345.png,14.571693,ok
p6054,6053,53,0,"a cinematic, photorealistic oil painting of a colossal bonsai tree sprawling over the earth's edge, bathed in soft golden hour light, with intricate details, vibrant color palette, and a sense of awe and grandeur.",bottom,6065345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6054__seed_6065345.png,14.580407,ok
p6055,6054,54,0,"sketch of intense storm clouds looming over European architecture, detailed face with intricate lines, urban art style, climate change message, dramatic chiaroscuro lighting, 35mm film grain, pencil and ink on paper, high resolution, sharp focus",bottom,6066345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6055__seed_6066345.png,14.339205,ok
p6056,6055,55,0,"Concept art of a gas mask for a secret society, anime style, vibrant colors, sharp lines, dramatic lighting.",bottom,6067345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6056__seed_6067345.png,14.364865,ok
p6057,6056,56,0,"People plummeting from pixelated clouds onto blocky earth, 8-bit style, vibrant color palette, retro game aesthetic, intricate pixel art, 8k UHD, sharp focus, dynamic perspective",bottom,6068345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6057__seed_6068345.png,14.423159,ok
p6058,6057,57,0,"A 3D diagram of the Great Pyramid's interior, showing chambers and passages in realistic detail.",bottom,6069345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6058__seed_6069345.png,14.631355,ok
p6059,6058,58,0,"vibrant manga roses and skulls, dynamic line art, bold colors, exaggerated expressions, high contrast, energetic background pattern, soft golden hour light, rich textures, high resolution, sharp focus",bottom,6070345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6059__seed_6070345.png,14.353748,ok
p6060,6059,59,0,"Pixel art: Girl solo furi, 8-bit aesthetics, vibrant colors, pixelated details, retro gaming vibe",bottom,6071345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6060__seed_6071345.png,14.328473,ok
p6061,6060,60,0,"hybrid design between McLaren MCL34 F1 car and Ford Mustang, illustrated in a clean, detailed editorial style with sharp focus, vibrant color palette, and high resolution, no background.",bottom,6072345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6061__seed_6072345.png,14.34024,ok
p6062,6061,61,0,"Knight in watercolor, soft hues, flowing cape, ethereal background.",bottom,6073345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6062__seed_6073345.png,14.712915,ok
p6063,6062,62,0,"a colossal neon-lit airship with intricate cybernetic gears and holographic displays hovering above a dystopian city at dusk, bathed in soft golden hour light, with rich textures and a vibrant color palette, by a professional neonpunk artist, trending on ArtStation, high resolution, photorealistic, sharp focus",bottom,6074345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6063__seed_6074345.png,14.473162,ok
p6064,6063,63,0,"cthulhu rising from the sea, 3D model, dramatic lighting, intricate tentacles, deep shadows, glowing eyes, ethereal fog, cinematic composition",bottom,6075345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6064__seed_6075345.png,14.329086,ok
p6065,6064,64,0,"dark fantasy land, animated vector art, vibrant color palette, clean lines, intricate details, ghibli-inspired, dynamic shadows, flat design, whimsical elements, soft golden hour light, symmetrical balance",bottom,6076345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6065__seed_6076345.png,14.490138,ok
p6066,6065,65,0,"Darth Vader dual-wielding lightsabers, highly detailed 3D model, octane render, dramatic chiaroscuro lighting, cyberpunk aesthetic, vibrant color palette, HD quality, by artgerm and greg rutkowski",bottom,6077345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6066__seed_6077345.png,14.321825,ok
p6067,6066,66,0,"A 3D-rendered vibrant sunset sky, starkly contrasted by a dark tree's silhouette, with realistic lighting and shadows.",bottom,6078345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6067__seed_6078345.png,14.542563,ok
p6068,6067,67,0,"large alien spaceship soaring through puffy clouds, gold and sunny, detailed, top light, editorial illustration, crisp lines, vibrant colors, dynamic composition, high contrast",bottom,6079345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6068__seed_6079345.png,14.311755,ok
p6069,6068,68,0,"A minimalist Japanese garden, fragmented into precise geometric planes, with a large circular window framed by smooth bamboo, a serene portal to a cubist world of nature bathed in soft golden hour light.",bottom,6080345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6069__seed_6080345.png,14.304437,ok
p6070,6069,69,0,"a vibrant manga-style sword slicing through swirling, milk-like streams, with dynamic splashes, bold, colorful lines, and a dramatic chiaroscuro lighting, creating a high-resolution, photorealistic effect",bottom,6081345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6070__seed_6081345.png,14.320418,ok
p6071,6070,70,0,"A cutout animation with intricate shapes and vibrant, contrasting colors.",bottom,6082345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6071__seed_6082345.png,14.387993,ok
p6072,6071,71,0,"Overhead 3D view of a bustling amusement park with a prominent Ferris wheel, vibrant attractions, and greenery.",bottom,6083345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6072__seed_6083345.png,14.313732,ok
p6073,6072,72,0,"An anime-style illustration of a turbulent sea with swirling blues and greens, a spiral wave, and a dark mountain silhouette, featuring dynamic lines, vibrant, exaggerated colors, and a dramatic chiaroscuro lighting.",bottom,6084345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6073__seed_6084345.png,14.488499,ok
p6074,6073,73,0,"digital artwork of sand with a bucket, scattered shells, vibrant colors, smooth gradients, sharp details, no sandpipers, soft golden hour light, dynamic perspective, high resolution",bottom,6085345,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_1seed/chunk_6/images/p6074__seed_6085345.png,14.298496,ok
