prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p4020,4019,19,1,"Highly detailed anime: the Joker as the hero, with vibrant, expressive eyes and dynamic, flowing movements, while Batman, the villain, has a dark, brooding presence with sharp, angular lines and a menacing aura.",bottom,4031346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4020__seed_4031346.png,14.470971,ok
p4021,4020,20,1,"A futuristic warrior looms in a red-lit room, their imposing silhouette framed by swirling shadows and glowing neon accents.",bottom,4032346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4021__seed_4032346.png,14.465417,ok
p4022,4021,21,1,"Knighttree, in bark armor and a plume of leaves, standing against twisted wrought iron gates, bathed in dramatic cinematic light, s1000, q2",bottom,4033346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4022__seed_4033346.png,14.602679,ok
p4023,4022,22,1,"A broken CD with a piece of ripped paper shaped like a heart, highly detailed 8K photograph, grim and realistic, sharp focus, deep shadows, dramatic chiaroscuro, intricate details, monochromatic scheme, high resolution.",bottom,4034346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4023__seed_4034346.png,14.717458,ok
p4024,4023,23,1,"lightning bolts and flying saucers in a digital matte painting, intricate sky textures, vibrant color palette, futuristic landscapes, detailed shadows and highlights, soft golden hour light, dynamic perspective, high resolution",bottom,4035346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4024__seed_4035346.png,14.477241,ok
p4025,4024,24,1,"macro photograph of star abstract designs, rich colors, intricate patterns, elegant, highly detailed, centered, sharp focus, smooth texture, close-up, depth of field",bottom,4036346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4025__seed_4036346.png,14.473239,ok
p4026,4025,25,1,"A weathered Star Wars helmet and armor, glowing under futuristic city lights.",bottom,4037346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4026__seed_4037346.png,14.46823,ok
p4027,4026,26,1,"Home maintenance hero, sharp and vivid photographic style, Provia film, crisp details, natural light, realistic shadows, balanced composition, modern tools, clean background, dynamic perspective, high resolution.",bottom,4038346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4027__seed_4038346.png,14.50849,ok
p4028,4027,27,1,"cinematic 2D illustration, epic scale, dramatic chiaroscuro lighting, deep shadows, vibrant color palette, wide-angle perspective, dynamic composition, high resolution, sharp focus",bottom,4039346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4028__seed_4039346.png,14.487575,ok
p4029,4028,28,1,"macro photography of anime characters, intricate details, close-up, vibrant colors, sharp focus, shallow depth of field, textures, light reflections",bottom,4040346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4029__seed_4040346.png,14.517781,ok
p4030,4029,29,1,"animated metaverse art gallery reception, vibrant digital colors, dynamic character interactions, stylized backgrounds, fluid motion, exaggerated expressions",bottom,4041346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4030__seed_4041346.png,14.607733,ok
p4031,4030,30,1,"Downtown San Francisco at sunrise, vibrant colors, deep shadows, dynamic lighting, crisp details.",bottom,4042346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4031__seed_4042346.png,14.474842,ok
p4032,4031,31,1,"gabbie carter, intricate machine parts fused into face, detailed tubes and cables, elegant and symmetrical, manga style, highly detailed, sharp focus, digital illustration, 8k",bottom,4043346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4032__seed_4043346.png,14.477665,ok
p4033,4032,32,1,"Fantasy celestial map of a metroidvania stage with a majestic celestial boss, inspired by Hollow Knight, intricate starlight details, ethereal glow, dynamic perspective, vibrant color palette, photorealistic, highly detailed, epic composition, 8K UHD",bottom,4044346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4033__seed_4044346.png,14.451621,ok
p4034,4033,33,1,"portrait of cyborg scientist, anime style, vibrant color palette, exaggerated features, intricate details, dramatic chiaroscuro lighting, high resolution, trending on artstation, photorealistic, dynamic perspective",bottom,4045346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4034__seed_4045346.png,14.726366,ok
p4035,4034,34,1,"space ship, futurism, anime key visual, vibrant colors, dynamic angles, sleek design, smooth lines, cinematic lighting, studio quality, unreal engine 5 rendered",bottom,4046346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4035__seed_4046346.png,14.466365,ok
p4036,4035,35,1,"drifting into an ethereal realm, deep perspective, glowing mist, fantasy art, soft golden hour light, vibrant color palette, rich textures, serene mood, high resolution",bottom,4047346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4036__seed_4047346.png,14.471647,ok
p4037,4036,36,1,"Portrait of teenage Reggie Mantle with a mean smirk, high contrast, grainy texture, sharp shadows, Tri-X film, gritty, realistic, candid, 1960s vibe.",bottom,4048346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4037__seed_4048346.png,14.470404,ok
p4038,4037,37,1,"Madison Beer with machine parts integrated into her face, intricate and detailed, smooth, sharp focus, art by Alphonse Mucha and Greg Rutkowski.",bottom,4049346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4038__seed_4049346.png,14.472292,ok
p4039,4038,38,1,"Cyborg with intricate mechanical details, elegant lines, smooth surfaces, sharp focus, photorealistic, inspired by John Collier, Albert Aublet, Krenz Cushart, Artem Demura, Alphonse Mucha.",bottom,4050346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4039__seed_4050346.png,14.461038,ok
p4040,4039,39,1,"a 3D model of a cyborg portrait, fine face, realistic shaded perfect face, fine details, night dark setting, dramatic lighting, artgerm, trending on art station",bottom,4051346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4040__seed_4051346.png,14.46079,ok
p4041,4040,40,1,"a pixel art diagram of brain function, blocky and colorful, with simplified shapes, bold outlines, and vibrant color palette, high resolution",bottom,4052346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4041__seed_4052346.png,14.475192,ok
p4042,4041,41,1,"Pixel art: Girl solo furi, 8-bit aesthetics, vibrant color palette, intricate pixelated details, retro gaming vibe, dynamic perspective, high resolution",bottom,4053346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4042__seed_4053346.png,14.470683,ok
p4043,4042,42,1,"Hercules riding the Colchian dragon into battle, 3D model, dramatic lighting, high contrast, baroque empyrean, panoramic view, highly detailed, cybernetic textures, volumetric shadows, glowing highlights, Artstation trending.",bottom,4054346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4043__seed_4054346.png,14.502265,ok
p4044,4043,43,1,"highly detailed 3D model of skydivers boarding a plane, close-up portrait, soft morning light, intricate textures, wide-angle lens, cinematic lighting, vibrant color palette, high resolution, trending on ArtStation",bottom,4055346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4044__seed_4055346.png,14.484577,ok
p4045,4044,44,1,"ornate ancient stone pillar, intricately detailed, handmade clay, textured, shadow play, hyper-detailed, 4k, 8k, dynamic perspective, dramatic chiaroscuro, high resolution, frame-by-frame stop motion animation",bottom,4056346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4045__seed_4056346.png,14.472553,ok
p4046,4045,45,1,"A 3D crescent moon between tree branches at night, with realistic textures and shadows.",bottom,4057346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4046__seed_4057346.png,14.438898,ok
p4047,4046,46,1,"Cinematic elf woman, film grain, deep shadows, soft focus, warm tones, vintage lighting",bottom,4058346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4047__seed_4058346.png,14.450745,ok
p4048,4047,47,1,"cyborg ray kurzweil sentient ai, cinematic epic scale, dramatic chiaroscuro lighting, high contrast, sharp focus, matte finish, intricate details, vibrant color palette, digital concept art, art by artgerm and greg rutkowski",bottom,4059346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4048__seed_4059346.png,14.466232,ok
p4049,4048,48,1,"starship, isometric, 3D model, volumetric, pastel, detailed, high quality",bottom,4060346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4049__seed_4060346.png,14.459233,ok
p4050,4049,49,1,"Create ads inspired by nature's patterns using leaves, twigs, and flowers. Use collage and printing for unique, textured designs.",bottom,4061346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4050__seed_4061346.png,14.464899,ok
p4051,4050,50,1,"A pixel art scene with two characters, a story conveyed through bold, chunky pixels and vibrant, blocky colors.",bottom,4062346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4051__seed_4062346.png,14.455062,ok
p4052,4051,51,1,"a realistic portrait of a smiling happy mask salesman, eyes closed, with detailed facial expressions, lifelike textures, and natural lighting, painted in a hyper-realistic style, highly detailed, sharp focus, 4k UHD image",bottom,4063346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4052__seed_4063346.png,14.471643,ok
p4053,4052,52,1,"fantasy book cover, 3D model, dramatic chiaroscuro lighting, cozy atmosphere, intricate details, shadowy depths, vibrant color palette, high resolution, sharp focus",bottom,4064346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4053__seed_4064346.png,14.460791,ok
p4054,4053,53,1,"King DDD, DDSOUR, captured in a high-contrast black and white photograph with dramatic shadows, grainy texture, and a vintage film look, rule of thirds composition, sharp focus, ethereal glow.",bottom,4065346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4054__seed_4065346.png,14.537943,ok
p4055,4054,54,1,"an intricate coin floating in a neon-lit cyberpunk cityscape, reflective surfaces gleaming under dramatic chiaroscuro, portrait, digital painting, anime key visual, smooth gradients, sharp focus, cinematic lighting, art by Artgerm and Greg Rutkowski",bottom,4066346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4055__seed_4066346.png,14.484597,ok
p4056,4055,55,1,"Henry Cavill as Superman, closeup, cinematic lighting, deep shadows, intense gaze, emotional depth, vibrant color palette, high resolution, photorealistic, trending on ArtStation - n 9",bottom,4067346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4056__seed_4067346.png,14.487504,ok
p4057,4056,56,1,"A vibrant anime-style leak of the PlayStation 6, discreetly captured through a keyhole with bold colors, dynamic lines, and a dramatic chiaroscuro effect, 8K high resolution.",bottom,4068346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4057__seed_4068346.png,14.633604,ok
p4058,4057,57,1,"Terminator, cinematic portrait, high-resolution, dramatic chiaroscuro lighting, sharp focus, 32k, photorealistic, intricate details, monochromatic scheme, dynamic perspective",bottom,4069346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4058__seed_4069346.png,14.663774,ok
p4059,4058,58,1,"Linus from LinusTechTips, vibrant colors, smooth motion, detailed expressions, cel-shaded, Pixar-style, art by John Lasseter and Hayao Miyazaki.",bottom,4070346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4059__seed_4070346.png,14.709744,ok
p4060,4059,59,1,"A detailed, static illustration of a shield, adorned with intricate patterns, featuring a crystal at its heart, emitting a soft, ethereal glow.",bottom,4071346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4060__seed_4071346.png,14.45998,ok
p4061,4060,60,1,"a 3D model of a scientist, dramatic chiaroscuro lighting, intricate textures, sharp shadows, lifelike details, high resolution, photorealistic, dynamic perspective",bottom,4072346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4061__seed_4072346.png,14.460758,ok
p4062,4061,61,1,"a sleek, stylized shoe in vibrant vector graphics, with smooth, flowing lines, bold, flat colors, and a high-resolution, crisp design",bottom,4073346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4062__seed_4073346.png,14.482185,ok
p4063,4062,62,1,"cutout animation portrait of nico robin, sharp features, deep blue eyes, large aquiline nose, intricate details, bold and vibrant colors, flat shading, clean lines, high contrast, 4k, hdr, dynamic perspective, sharp focus",bottom,4074346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4063__seed_4074346.png,14.476936,ok
p4064,4063,63,1,"a highly detailed 3D model of a snail with intricate shell textures, realistic slime trail, hyper-realistic lighting and shadows, soft golden hour light, high resolution, sharp focus",bottom,4075346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4064__seed_4075346.png,14.461151,ok
p4065,4064,64,1,"symmetry; highly detailed portrait of an adamantium alien with a machine face, intricate and elegant design, smooth gradients, sharp focus, 8k, photorealistic, studio lighting with deep shadows, crisp textures, metallic sheen, background blurred, hyper-realistic",bottom,4076346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4065__seed_4076346.png,14.520035,ok
p4066,4065,65,1,"a stop-motion animation of manhattan after being destroyed by an alien race, buildings crumble, urban ruins, concrete architecture, paved roads, wild vegetation, futuristic elements, Blade Runner aesthetic, detailed and textured, hand-crafted models, shadowy and atmospheric, by Thomas Kinkade",bottom,4077346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4066__seed_4077346.png,14.468229,ok
p4067,4066,66,1,"man morphing into Pinkie Pie, vibrant color palette, sharp focus, Ektar film, dynamic perspective, trending on ArtStation",bottom,4078346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4067__seed_4078346.png,14.917825,ok
p4068,4067,67,1,"happy toddler dancing in pajamas, detailed and elegant editorial illustration, clean lines, vibrant colors, by artgerm and greg rutkowski",bottom,4079346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4068__seed_4079346.png,14.454497,ok
p4069,4068,68,1,"majestic fantasy realm, ancient warriors trading enchanted ammunition in a grand, luminous market, ethereal runes glowing softly, soaring spires bathed in golden hour light, vibrant color palette, rich textures, high resolution, dynamic perspective",bottom,4080346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4069__seed_4080346.png,14.468114,ok
p4070,4069,69,1,"Highly detailed anime: the Joker as the hero, with vibrant, expressive eyes and dynamic, flowing movements, set against Batman, the villain, with a dark, brooding presence, sharp, angular lines, and a menacing aura, under dramatic chiaroscuro lighting and a tense, atmospheric backdrop.",bottom,4081346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4070__seed_4081346.png,14.476628,ok
p4071,4070,70,1,"a cinematic, grainy portrait of a bounty hunter in sleek combat armour with a reflective visor, set against a backdrop of smoke, lightning, and aurora lighting. Futuristic flight suit with intricate baroque details, captured in 8k, photorealistic, trending on ArtStation.",bottom,4082346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4071__seed_4082346.png,14.929232,ok
p4072,4071,71,1,"A cave interior in manga style, with dramatic shadows and dynamic linework, massive scale, soft golden hour light, high resolution, trending on Artstation",bottom,4083346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4072__seed_4083346.png,14.453612,ok
p4073,4072,72,1,"Cinematic portrait of a medical paramedic cyborg with wires, gadgets, and intricate details. Bokeh background, sharp focus, digital painting.",bottom,4084346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4073__seed_4084346.png,14.459577,ok
p4074,4073,73,1,"A cinematic shot of a high-tech user interface, bathed in a dramatic glow, displaying ApexSQL server parameters being meticulously edited by the user's defined functions, with a sense of epic purpose and precision.",bottom,4085346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4074__seed_4085346.png,14.931713,ok
p4075,4074,74,1,"football club spartak moscow wins the 2024 champions league final at wembley stadium, vibrant ektachrome photograph, rich colors, dynamic composition, crisp focus, 8k, 1024",bottom,4086346,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_2ndseed/chunk_4/images/p4075__seed_4086346.png,14.478534,ok
