prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status
p011,10,10,3,"Hatsune Miku, sitting at a table, teacup in hand, eyes closed, looking sleepy, no makeup, pixelated texture, forest background, night, smiling, muted colors, low contrast, soft lighting, 8-bit style, retro animation",top,22348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p011__seed_22348.png,14.606276,ok
p012,11,11,3,"a golden wall with the word KA-BOOM in gleaming, photographic detail, under soft golden hour light, with rich textures and sharp focus, in a high-resolution image",top,23348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p012__seed_23348.png,14.229909,ok
p013,12,12,3,"An Australian shepherd with neon-lit fur, shimmering in vibrant hues of electric blue and neon pink, standing in a cybernetic urban landscape with intricate circuit patterns, glowing highlights, and a dynamic perspective, bathed in soft golden hour light, high resolution, photorealistic.",top,24348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p013__seed_24348.png,14.240035,ok
p014,13,13,3,"8-bit pixel art of a blue knight, green car, and glacier landscape in Norway, fantasy style, colorful and detailed.",top,25348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p014__seed_25348.png,14.201263,ok
p015,14,14,3,"Yoda holding a green balloon, cubist interpretation, fragmented planes, muted colors, Tokyo suburbs, geometric shapes, intricate details, modern art influence, soft golden hour light, dynamic perspective, high resolution, photorealistic, sharp focus.",top,26348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p015__seed_26348.png,14.30362,ok
p016,15,15,3,"Impressionist portrait of a dapper Indian gentleman amidst a bouquet of lilies, bathed in soft golden hour light, with gentle brushstrokes and intricate details, evoking a nostalgic mood, matte finish, high resolution.",top,27348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p016__seed_27348.png,14.204819,ok
p017,16,16,3,"attractive young girl with short ginger hair and shades, standing in a dark forest at night, holding a monster energy can, illuminated by a sudden camera flash, vintage digital photo from 2003, stark contrasts, grainy texture, moody atmosphere, high resolution, dynamic perspective",top,28348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p017__seed_28348.png,14.286276,ok
p018,17,17,3,"magnificent fantasy art: Yoda and a majestic elephant playing soccer, ethereal glow, intricate detailing, mythical forest backdrop, dramatic chiaroscuro lighting, 8k resolution, high detail, vibrant color palette, serene mood",top,29348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p018__seed_29348.png,14.269489,ok
p019,18,18,3,"8-bit furniture logo with a pixelated chair and sculptures, using rich shades of brown and beige. The name ""NUOVA"" in bold, chunky pixels, set against a clean, high-resolution background with a subtle, misty ambiance.",top,30348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p019__seed_30348.png,14.493255,ok
p020,19,19,3,"Gouache painting of a powerful, mysterious pasta wizard, intricate noodle details, vibrant fantasy colors, smooth texture, sharp focus, high resolution, anthropomorphic, magical, ethereal glow, dynamic perspective, artstation quality",top,31348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p020__seed_31348.png,14.186289,ok
p021,20,20,3,"cyberpunk ram sheep robot in neon-lit city, intricate mechanical details, dark and moody, manga style, dynamic angles, high contrast, detailed linework, cinematic composition, soft golden hour light, rich textures, vibrant color palette, sharp focus, high resolution",top,32348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p021__seed_32348.png,14.411939,ok
p022,21,21,3,"digital illustration of nick cave baking pizza, neon colors, surreal and unsettling, intricate details, vivid and vibrant, ethereal glow, dynamic perspective, by kuvshinov ilya, wayne barlowe, and artgerm, high resolution, photorealistic, sharp focus",top,33348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p022__seed_33348.png,14.213632,ok
p023,22,22,3,"Gorilla contemplating a framed portrait of a human in a sailor’s hat, hyperrealistic 3D model, intricate textures, soft golden hour light, 8k resolution, cinematic composition, dynamic perspective, rich textures, photorealistic lighting",top,34348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p023__seed_34348.png,14.224936,ok
p024,23,23,3,"A pixel art panda made of water, with vibrant, blocky colors, a retro feel, and a playful, dynamic composition.",top,35348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p024__seed_35348.png,14.204611,ok
p025,24,24,3,"A Guinea pig in a lush, vibrant forest, riding a bike, cutout animation style, flat colors, bold outlines, playful shadows, soft golden hour light, dynamic perspective.",top,36348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p025__seed_36348.png,14.257414,ok
p026,25,25,3,A hand-drawn animation of an empty fireplace with a TV above it showing a lion hugging a giraffe.,top,37348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p026__seed_37348.png,14.211016,ok
p027,26,26,3,"a whiteboard animation of a logo for a software company named Team Bacchus, featuring hand-drawn lines and simple, clean shapes, with a playful and dynamic feel, under soft golden hour light, using a vibrant color palette and sharp focus, creating a lively and engaging atmosphere",top,38348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p027__seed_38348.png,14.319869,ok
p028,27,27,3,"Impressionist portrait of a dapper Indian gentleman with lilies, soft light, gentle brushstrokes, matte finish.",top,39348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p028__seed_39348.png,14.208416,ok
p029,28,28,3,"A pixelated green and pink cat, center stage, holds a chunky pineapple and a pixelated pink drink.",top,40348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p029__seed_40348.png,14.205221,ok
p030,29,29,3,"professional portrait of a Nepali woman sipping red wine, ultra-high resolution, photorealistic, intricate details, subtle eeriness, 8K, studio lighting, shot with a high-end DSLR, post-processed for clarity and depth, art by Greg Rutkowski and Artgerm",top,41348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p030__seed_41348.png,14.231157,ok
p031,30,30,3,"A teddy bear on a skateboard in vibrant digital art with neon highlights, set against a glowing cyber backdrop.",top,42348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p031__seed_42348.png,14.357643,ok
p032,31,31,3,"A digital art depiction of a high-speed shot of a tennis ball hitting the racket, with neon trails and a dark, futuristic background, emphasizing the motion and energy.",top,43348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p032__seed_43348.png,14.204011,ok
p033,32,32,3,"magnificent fantasy art: Yoda and a majestic elephant playing soccer, ethereal glow, intricate detailing, mythical forest backdrop, dramatic lighting, 8k resolution",top,44348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p033__seed_44348.png,14.244716,ok
p034,33,33,3,"digital matte painting of Larry David baking a pizza in a surreal, vibrant kitchen with intricate details, diffuse golden hour light, fantasy elements, smooth textures, sharp focus, inspired by John Collier, Albert Aublet, Krenz Cushart, Artem Demura, Alphonse Mucha, rule of thirds composition, rich textures, complementary colors, high resolution",top,45348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p034__seed_45348.png,14.217734,ok
p035,34,34,3,"Warm, happy family scene in pixel art style. A young man reads a pixelated postal letter with a gentle smile, surrounded by his caring mother in a cozy, pixelated home. Soft golden hour light, vibrant color palette, rich textures, serene mood.",top,46348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p035__seed_46348.png,14.456973,ok
p036,35,35,3,"Neon-lit Iron Man cat on a motorcycle, vibrant cybernetic patterns, glowing cityscape background",top,47348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p036__seed_47348.png,14.21612,ok
p037,36,36,3,"intricate neonpunk illustration of a businessman riding a neon-drenched dinosaur, cybernetic details, futuristic cityscape, glowing trails, high-tech textures",top,48348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p037__seed_48348.png,14.218362,ok
p038,37,37,3,"A pale male vampire, mid-30s, with long black hair, clean-shaven, dressed formally in red and black, in a hyper-realistic digital painting.",top,49348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p038__seed_49348.png,14.209644,ok
p039,38,38,3,"Boris Johnson as Buzz Lightyear, vibrant anime portrait, symmetrical balance, highly detailed, digital painting, bold colors, sharp focus, dynamic lighting, art by Artgerm and Greg Rutkowski, high resolution",top,50348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p039__seed_50348.png,14.211923,ok
p040,39,39,3,"A digital illustration of an orange cartoon cat, playfully seated with a looping tail, on a light blue circular backdrop dotted with white stars. ""CUTRA CHARDLE"" text in bold black font balances below, adding a whimsical charm.",top,51348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p040__seed_51348.png,14.208498,ok
p041,40,40,3,"A pug in a misty landscape, wearing an astronaut helmet, captured in a Delta photographic style, with soft, grainy texture and muted, desaturated colors, under a serene, ethereal glow.",top,52348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p041__seed_52348.png,14.230427,ok
p042,41,41,3,"Frank Zappa smoking a pizza, vibrant anime colors, dynamic studio anime style, crisp lines, exaggerated expressions, intricate background details, 8k resolution, concept art, illustration, ethereal glow, rule of thirds composition",top,53348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p042__seed_53348.png,14.436822,ok
p043,42,42,3,"A cutout animation portrait of a brown poodle with bold lines and vibrant colors. The poodle sits on a brightly striped couch, paw raised playfully, surrounded by dynamic action lines that create a lively and energetic atmosphere.",top,54348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p043__seed_54348.png,14.211043,ok
p044,43,43,3,"Neonpunk GTA5 cover art: George Wendt as a neon-lit secret agent with sunglasses, intricate cybernetic details, vibrant neon colors, futuristic cityscape bathed in soft golden hour light, sharp focus, high resolution, digital illustration, art by Artgerm and Greg Rutkowski",top,55348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p044__seed_55348.png,14.226651,ok
p045,44,44,3,"Anubis, pixel art, low-res, vibrant colors, retro gaming style, 8-bit character, digital art.",top,56348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p045__seed_56348.png,14.209135,ok
p046,45,45,3,"J Balvin, smiling, in anime style, surrounded by vintage TVs showing diverse characters.",top,57348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p046__seed_57348.png,14.533629,ok
p047,46,46,3,"A majestic white wolf, crowned and robed in regal attire, stands in a neon-lit alley, surrounded by vibrant holograms and sleek cybernetic elements, bathed in soft golden hour light, with intricate details and a dynamic perspective.",top,58348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p047__seed_58348.png,14.245955,ok
p048,47,47,3,"epic digital art, painterly style, of a majestic fountain with intricate details, a vibrant burger with rich textures, a steam train with dynamic perspective, and a dragon with ethereal glow, breathtaking, stunning, detailed, UHD, 8K, best on artstation, cgsociety, wlop, pixiv, behance, deviantart, masterpiece",top,59348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p048__seed_59348.png,14.476035,ok
p049,48,48,3,"create a neon-lit, ironic logo for a media agency named ""Media Dullies"" with sleek, futuristic fonts and glowing, cybernetic elements",top,60348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p049__seed_60348.png,14.19263,ok
p050,49,49,3,"a teddy bear to the right of a toy car, in a highly detailed anime style, with vibrant colors and intricate patterns, set in a whimsical, dreamlike environment with soft golden hour light, rich textures, and a serene mood, high resolution, sharp focus",top,61348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p050__seed_61348.png,14.877047,ok
p051,50,50,3,"vibrant neonpunk portrait of a German Shepherd on a glowing blue round canvas, with intricate neon threads and sleek cybernetic elements woven into the embroidery, soft golden hour light, high resolution, photorealistic",top,62348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p051__seed_62348.png,14.197541,ok
p052,51,51,3,A neon-lit puppy with an inviting gaze in a fiery wasteland.,top,63348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p052__seed_63348.png,14.194547,ok
p053,52,52,3,"pixel art of pope francis on a strange alien world, blocky terrain, futuristic blocks, vibrant colors, 8-bit style, detailed pixels",top,64348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p053__seed_64348.png,14.219115,ok
p054,53,53,3,"pixel art moss tortoise in a grid cage on a pedestal, vibrant crimson, deep blue, and grass green, 8-bit aesthetic, retro game colors, dramatic chiaroscuro lighting, high contrast, sharp details, dynamic perspective",top,65348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p054__seed_65348.png,15.148347,ok
p055,54,54,3,"a digital illustration of a fire hydrant, vibrant colors, sharp lines, detailed textures, glowing highlights, futuristic cityscape background",top,66348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p055__seed_66348.png,14.385898,ok
p056,55,55,3,"An elf sipping orange juice from a giant orange with a squirrel and owl nearby, in hyper-realistic 3D.",top,67348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p056__seed_67348.png,14.519537,ok
p057,56,56,3,"pixel art portrait of marisa kirisame, young witch with long blonde hair in a single braid, golden yellow eyes, wearing a black vest and skirt, white waist apron and undershirt, pointed black witch hat, 8-bit style, vibrant color palette, retro animation, high resolution, sharp focus, dynamic perspective",top,68348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p057__seed_68348.png,14.345474,ok
p058,57,57,3,"a pixel art knight in gleaming silver armor holding a vibrant basketball, blocky and colorful, 8-bit style, high resolution, dynamic perspective, energetic atmosphere",top,69348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p058__seed_69348.png,14.207505,ok
p059,58,58,3,"A neon-lit, futuristic robot with glowing horns stands in a field of dark purple shadows, gazing at a towering cityscape bathed in vibrant neon lights, under a soft golden hour sky, with intricate details and sharp focus.",top,70348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p059__seed_70348.png,14.205154,ok
p060,59,59,3,"An iconic manga scene: a wise elderly man, dressed in flowing white and gold robes, sits serenely at the foot of a majestic waterfall under a soft golden hour light, surrounded by a fantastical landscape with vibrant color palette and rich textures.",top,71348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p060__seed_71348.png,14.561351,ok
p061,60,60,3,"A Jack Russell Terrier with wings soars through a futuristic Dubai skyline, backlit by radiant lights, detailed cityscape, cyberpunk anime, sharp lines, vibrant colors, digital shadows, Studio Ghibli style, 4k, 8k",top,72348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p061__seed_72348.png,14.224253,ok
p062,61,61,3,"Digital art of a corgi with a pizza, vibrant colors, realistic fur, glossy toppings.",top,73348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p062__seed_73348.png,14.462295,ok
p063,62,62,3,"Cinematic shot of an Indian male salesperson in a Bondi Blue polo, denim jeans, and pristine white shoes, standing confidently in a sleek, modern furniture store.",top,74348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p063__seed_74348.png,14.231499,ok
p064,63,63,3,"A digital matte painting of a warrior wombat in a fighting stance, holding a sword and shield, standing before the Arc de Triomphe. The scene is shrouded in mist, with a high sun casting soft, diffused light.",top,75348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p064__seed_75348.png,14.519442,ok
p065,64,64,3,"fantasy cover art: a magical cat-pizza with intricate details, ethereal glow, enchanted forest background, whimsical and vibrant, digital painting, high resolution, captivating and humorous, photorealistic, dynamic perspective",top,76348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p065__seed_76348.png,14.231128,ok
p066,65,65,3,"a vibrant green, pentagon-shaped clock in a sleek, futuristic anime style, with sharp lines and a high-resolution finish, set against a neon-lit cityscape with dramatic chiaroscuro lighting and rich textures",top,77348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p066__seed_77348.png,14.415805,ok
p067,66,66,3,"A Jack Russell Terrier with wings soars through a futuristic Dubai skyline, backlit by radiant neon lights, detailed cityscape with sharp lines and vibrant colors, cyberpunk anime style, digital shadows, Studio Ghibli aesthetics, 4k, 8k, high resolution, photorealistic.",top,78348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p067__seed_78348.png,14.227854,ok
p068,67,67,3,"A teddy bear on a skateboard in Times Square, doing tricks on a cardboard box ramp, in whiteboard style.",top,79348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p068__seed_79348.png,14.495624,ok
p069,68,68,3,"A neonpunk burger feast, glowing under dramatic dark purple shadows, with vibrant cyber colors and sleek, futuristic textures, set in a high-resolution, photorealistic scene with sharp focus and ethereal glow.",top,80348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p069__seed_80348.png,14.24062,ok
p070,69,69,3,"a pixelated tennis court with blocky lines, low-res colors, and a nostalgic 8-bit aesthetic, set under a clear blue sky with a dynamic perspective and sharp focus",top,81348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p070__seed_81348.png,14.43772,ok
p071,70,70,3,"8-bit piglet pirate, pixelated, retro gaming, vibrant colors, chibi style, soft golden hour light, dynamic perspective, rich textures, high resolution",top,82348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p071__seed_82348.png,14.292316,ok
p072,71,71,3,"Boris Johnson as Neo, pixel art, black sunglasses, low-res, blocky, symmetrical balance, retro colors, 8-bit, sharp focus, pixelated lighting, vibrant color palette, high resolution, art by artgerm and greg rutkowski",top,83348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p072__seed_83348.png,14.49279,ok
p073,72,72,3,"a neon-lit teddy bear on a sleek, futuristic skateboard in a cybernetic Times Square, bathed in soft golden hour light, with glowing signs and holographic billboards creating a vibrant color palette and dynamic perspective",top,84348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p073__seed_84348.png,14.30496,ok
p074,73,73,3,"3D cat with neon Fibonacci spiral, sweat drops, intricate details, dramatic lighting, 8K digital art by artgerm and greg rutkowski",top,85348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p074__seed_85348.png,14.505482,ok
p075,74,74,3,"digital matte painting of an armadillo amidst a lush peony garden, vibrant colors, soft lighting, intricate details",top,86348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p075__seed_86348.png,14.228899,ok
p076,75,75,3,"A teddy bear on a skateboard in Times Square, performing tricks on a cardboard box ramp, with soft golden hour light, dynamic perspective, and a vibrant color palette, drawn in a whiteboard animation style with simple, clean lines and bold, black outlines.",top,87348,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_4thseed/chunk_0/images/p076__seed_87348.png,14.529992,ok
