prompt_id,prompt_index,local_prompt_index,replicate_id,prompt,split,seed,seeds_per_prompt,seed_stride,model_id,num_inference_steps,guidance_scale,height,width,image_path,total_runtime_sec,status,clip_score,clip_model,hpsv2_score,hpsv2_version,imagereward_score,imagereward_model
p4013,4012,12,4,"Johan Liebert and Alucard in a fantasy style, with long, flowing golden hair, dynamic poses, intricate details, glowing matte painting, elegant and mystical, heavy build with a mystical aura, infused with golden light and magical elements.",bottom,4024349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4013__seed_4024349.png,14.442226,ok,40.61122512817383,ViT-B-32/laion2b_s34b_b79k,0.300048828125,v2.1,0.8417156934738159,ImageReward-v1.0
p4014,4013,13,4,"a 3D model of a robot, volumetric, smooth surfaces, intricate mechanical details, glowing highlights, shadow play, depth and dimensionality",bottom,4025349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4014__seed_4025349.png,14.418442,ok,32.32341384887695,ViT-B-32/laion2b_s34b_b79k,0.290771484375,v2.1,-0.4188235104084015,ImageReward-v1.0
p4015,4014,14,4,"Anime key visual: masked figure with a mysterious symbol, ultra-detailed, vibrant color palette, dynamic composition, ethereal glow, high resolution, digital art, artstation",bottom,4026349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4015__seed_4026349.png,14.420676,ok,36.56065368652344,ViT-B-32/laion2b_s34b_b79k,0.30029296875,v2.1,1.2478078603744507,ImageReward-v1.0
p4016,4015,15,4,"3D model of the Greek goddess Hera, highly detailed, looking furious, intricate rusty armor, close-up portrait, hyper-realistic texture, dramatic chiaroscuro lighting, rich textures, high resolution",bottom,4027349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4016__seed_4027349.png,14.40199,ok,41.75186920166016,ViT-B-32/laion2b_s34b_b79k,0.3564453125,v2.1,1.5605491399765015,ImageReward-v1.0
p4017,4016,16,4,"Detailed anatomical illustration of Cthulhu, trending on Artstation.",bottom,4028349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4017__seed_4028349.png,14.380283,ok,32.30824279785156,ViT-B-32/laion2b_s34b_b79k,0.29052734375,v2.1,0.4166853129863739,ImageReward-v1.0
p4018,4017,17,4,"desolation row, manga style, detailed, ultra wide angle, zenith view, pincushion lens effect, 8k, vibrant colors, dynamic shading, intricate linework",bottom,4029349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4018__seed_4029349.png,14.456731,ok,36.310184478759766,ViT-B-32/laion2b_s34b_b79k,0.292236328125,v2.1,1.1147805452346802,ImageReward-v1.0
p4019,4018,18,4,"A celestial golden cake, adorned with shimmering caramel, celestial ice cream, and ethereal whipped cream, rests on a starry black plate, crowned with a sprig of luminous mint.",bottom,4030349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4019__seed_4030349.png,14.37242,ok,37.76325607299805,ViT-B-32/laion2b_s34b_b79k,0.331298828125,v2.1,1.3747811317443848,ImageReward-v1.0
p4020,4019,19,4,"Highly detailed anime: the Joker as the hero, with vibrant, expressive eyes and dynamic, flowing movements, while Batman, the villain, has a dark, brooding presence with sharp, angular lines and a menacing aura.",bottom,4031349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4020__seed_4031349.png,14.536422,ok,30.491209030151367,ViT-B-32/laion2b_s34b_b79k,0.30859375,v2.1,-0.07464984059333801,ImageReward-v1.0
p4021,4020,20,4,"A futuristic warrior looms in a red-lit room, their imposing silhouette framed by swirling shadows and glowing neon accents.",bottom,4032349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4021__seed_4032349.png,14.380348,ok,37.632423400878906,ViT-B-32/laion2b_s34b_b79k,0.253173828125,v2.1,0.6135869026184082,ImageReward-v1.0
p4022,4021,21,4,"Knighttree, in bark armor and a plume of leaves, standing against twisted wrought iron gates, bathed in dramatic cinematic light, s1000, q2",bottom,4033349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4022__seed_4033349.png,14.376138,ok,40.91071701049805,ViT-B-32/laion2b_s34b_b79k,0.293701171875,v2.1,0.3136521577835083,ImageReward-v1.0
p4023,4022,22,4,"A broken CD with a piece of ripped paper shaped like a heart, highly detailed 8K photograph, grim and realistic, sharp focus, deep shadows, dramatic chiaroscuro, intricate details, monochromatic scheme, high resolution.",bottom,4034349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4023__seed_4034349.png,14.371122,ok,44.50742721557617,ViT-B-32/laion2b_s34b_b79k,0.24072265625,v2.1,1.4358052015304565,ImageReward-v1.0
p4024,4023,23,4,"lightning bolts and flying saucers in a digital matte painting, intricate sky textures, vibrant color palette, futuristic landscapes, detailed shadows and highlights, soft golden hour light, dynamic perspective, high resolution",bottom,4035349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4024__seed_4035349.png,14.638731,ok,38.1941032409668,ViT-B-32/laion2b_s34b_b79k,0.3115234375,v2.1,1.5746994018554688,ImageReward-v1.0
p4025,4024,24,4,"macro photograph of star abstract designs, rich colors, intricate patterns, elegant, highly detailed, centered, sharp focus, smooth texture, close-up, depth of field",bottom,4036349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4025__seed_4036349.png,14.373359,ok,34.53678512573242,ViT-B-32/laion2b_s34b_b79k,0.30029296875,v2.1,1.0455504655838013,ImageReward-v1.0
p4026,4025,25,4,"A weathered Star Wars helmet and armor, glowing under futuristic city lights.",bottom,4037349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4026__seed_4037349.png,14.533446,ok,27.14113044738769,ViT-B-32/laion2b_s34b_b79k,0.290283203125,v2.1,1.4205214977264404,ImageReward-v1.0
p4027,4026,26,4,"Home maintenance hero, sharp and vivid photographic style, Provia film, crisp details, natural light, realistic shadows, balanced composition, modern tools, clean background, dynamic perspective, high resolution.",bottom,4038349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4027__seed_4038349.png,14.3539,ok,24.427223205566406,ViT-B-32/laion2b_s34b_b79k,0.2266845703125,v2.1,-0.4131699800491333,ImageReward-v1.0
p4028,4027,27,4,"cinematic 2D illustration, epic scale, dramatic chiaroscuro lighting, deep shadows, vibrant color palette, wide-angle perspective, dynamic composition, high resolution, sharp focus",bottom,4039349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4028__seed_4039349.png,14.46233,ok,27.559978485107425,ViT-B-32/laion2b_s34b_b79k,0.236328125,v2.1,0.444210410118103,ImageReward-v1.0
p4029,4028,28,4,"macro photography of anime characters, intricate details, close-up, vibrant colors, sharp focus, shallow depth of field, textures, light reflections",bottom,4040349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4029__seed_4040349.png,14.36017,ok,34.3201904296875,ViT-B-32/laion2b_s34b_b79k,0.26953125,v2.1,-0.4521212577819824,ImageReward-v1.0
p4030,4029,29,4,"animated metaverse art gallery reception, vibrant digital colors, dynamic character interactions, stylized backgrounds, fluid motion, exaggerated expressions",bottom,4041349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4030__seed_4041349.png,14.351821,ok,36.70076370239258,ViT-B-32/laion2b_s34b_b79k,0.274658203125,v2.1,0.3539702296257019,ImageReward-v1.0
p4031,4030,30,4,"Downtown San Francisco at sunrise, vibrant colors, deep shadows, dynamic lighting, crisp details.",bottom,4042349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4031__seed_4042349.png,14.35739,ok,35.85771942138672,ViT-B-32/laion2b_s34b_b79k,0.263671875,v2.1,0.32529833912849426,ImageReward-v1.0
p4032,4031,31,4,"gabbie carter, intricate machine parts fused into face, detailed tubes and cables, elegant and symmetrical, manga style, highly detailed, sharp focus, digital illustration, 8k",bottom,4043349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4032__seed_4043349.png,14.494807,ok,37.44401168823242,ViT-B-32/laion2b_s34b_b79k,0.2880859375,v2.1,0.10406044125556946,ImageReward-v1.0
p4033,4032,32,4,"Fantasy celestial map of a metroidvania stage with a majestic celestial boss, inspired by Hollow Knight, intricate starlight details, ethereal glow, dynamic perspective, vibrant color palette, photorealistic, highly detailed, epic composition, 8K UHD",bottom,4044349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4033__seed_4044349.png,14.371978,ok,33.65167236328125,ViT-B-32/laion2b_s34b_b79k,0.259521484375,v2.1,1.0238338708877563,ImageReward-v1.0
p4034,4033,33,4,"portrait of cyborg scientist, anime style, vibrant color palette, exaggerated features, intricate details, dramatic chiaroscuro lighting, high resolution, trending on artstation, photorealistic, dynamic perspective",bottom,4045349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4034__seed_4045349.png,14.64634,ok,26.38191795349121,ViT-B-32/laion2b_s34b_b79k,0.29541015625,v2.1,0.16875305771827698,ImageReward-v1.0
p4035,4034,34,4,"space ship, futurism, anime key visual, vibrant colors, dynamic angles, sleek design, smooth lines, cinematic lighting, studio quality, unreal engine 5 rendered",bottom,4046349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4035__seed_4046349.png,14.362812,ok,32.898441314697266,ViT-B-32/laion2b_s34b_b79k,0.3076171875,v2.1,1.052235722541809,ImageReward-v1.0
p4036,4035,35,4,"drifting into an ethereal realm, deep perspective, glowing mist, fantasy art, soft golden hour light, vibrant color palette, rich textures, serene mood, high resolution",bottom,4047349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4036__seed_4047349.png,14.406345,ok,32.59847640991211,ViT-B-32/laion2b_s34b_b79k,0.284423828125,v2.1,0.012774103321135044,ImageReward-v1.0
p4037,4036,36,4,"Portrait of teenage Reggie Mantle with a mean smirk, high contrast, grainy texture, sharp shadows, Tri-X film, gritty, realistic, candid, 1960s vibe.",bottom,4048349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4037__seed_4048349.png,14.359913,ok,34.39543914794922,ViT-B-32/laion2b_s34b_b79k,0.2215576171875,v2.1,0.7070784568786621,ImageReward-v1.0
p4038,4037,37,4,"Madison Beer with machine parts integrated into her face, intricate and detailed, smooth, sharp focus, art by Alphonse Mucha and Greg Rutkowski.",bottom,4049349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4038__seed_4049349.png,14.567775,ok,37.94244384765625,ViT-B-32/laion2b_s34b_b79k,0.354736328125,v2.1,1.8036415576934814,ImageReward-v1.0
p4039,4038,38,4,"Cyborg with intricate mechanical details, elegant lines, smooth surfaces, sharp focus, photorealistic, inspired by John Collier, Albert Aublet, Krenz Cushart, Artem Demura, Alphonse Mucha.",bottom,4050349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4039__seed_4050349.png,14.354289,ok,34.47528839111328,ViT-B-32/laion2b_s34b_b79k,0.3310546875,v2.1,0.7469255924224854,ImageReward-v1.0
p4040,4039,39,4,"a 3D model of a cyborg portrait, fine face, realistic shaded perfect face, fine details, night dark setting, dramatic lighting, artgerm, trending on art station",bottom,4051349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4040__seed_4051349.png,14.368765,ok,28.52397346496582,ViT-B-32/laion2b_s34b_b79k,0.305419921875,v2.1,0.05199277028441429,ImageReward-v1.0
p4041,4040,40,4,"a pixel art diagram of brain function, blocky and colorful, with simplified shapes, bold outlines, and vibrant color palette, high resolution",bottom,4052349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4041__seed_4052349.png,14.374677,ok,32.83843231201172,ViT-B-32/laion2b_s34b_b79k,0.326904296875,v2.1,1.6106840372085571,ImageReward-v1.0
p4042,4041,41,4,"Pixel art: Girl solo furi, 8-bit aesthetics, vibrant color palette, intricate pixelated details, retro gaming vibe, dynamic perspective, high resolution",bottom,4053349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4042__seed_4053349.png,14.484898,ok,37.337310791015625,ViT-B-32/laion2b_s34b_b79k,0.338134765625,v2.1,0.851966381072998,ImageReward-v1.0
p4043,4042,42,4,"Hercules riding the Colchian dragon into battle, 3D model, dramatic lighting, high contrast, baroque empyrean, panoramic view, highly detailed, cybernetic textures, volumetric shadows, glowing highlights, Artstation trending.",bottom,4054349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4043__seed_4054349.png,14.369975,ok,33.01017761230469,ViT-B-32/laion2b_s34b_b79k,0.30517578125,v2.1,1.319900393486023,ImageReward-v1.0
p4044,4043,43,4,"highly detailed 3D model of skydivers boarding a plane, close-up portrait, soft morning light, intricate textures, wide-angle lens, cinematic lighting, vibrant color palette, high resolution, trending on ArtStation",bottom,4055349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4044__seed_4055349.png,14.520963,ok,36.024539947509766,ViT-B-32/laion2b_s34b_b79k,0.314453125,v2.1,0.09639450162649155,ImageReward-v1.0
p4045,4044,44,4,"ornate ancient stone pillar, intricately detailed, handmade clay, textured, shadow play, hyper-detailed, 4k, 8k, dynamic perspective, dramatic chiaroscuro, high resolution, frame-by-frame stop motion animation",bottom,4056349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4045__seed_4056349.png,14.370625,ok,31.18353271484375,ViT-B-32/laion2b_s34b_b79k,0.3125,v2.1,0.765723466873169,ImageReward-v1.0
p4046,4045,45,4,"A 3D crescent moon between tree branches at night, with realistic textures and shadows.",bottom,4057349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4046__seed_4057349.png,14.355564,ok,30.186378479003903,ViT-B-32/laion2b_s34b_b79k,0.2220458984375,v2.1,0.20696675777435303,ImageReward-v1.0
p4047,4046,46,4,"Cinematic elf woman, film grain, deep shadows, soft focus, warm tones, vintage lighting",bottom,4058349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4047__seed_4058349.png,14.363056,ok,37.981075286865234,ViT-B-32/laion2b_s34b_b79k,0.328857421875,v2.1,1.707847237586975,ImageReward-v1.0
p4048,4047,47,4,"cyborg ray kurzweil sentient ai, cinematic epic scale, dramatic chiaroscuro lighting, high contrast, sharp focus, matte finish, intricate details, vibrant color palette, digital concept art, art by artgerm and greg rutkowski",bottom,4059349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4048__seed_4059349.png,14.377083,ok,29.572946548461918,ViT-B-32/laion2b_s34b_b79k,0.31787109375,v2.1,0.5989351272583008,ImageReward-v1.0
p4049,4048,48,4,"starship, isometric, 3D model, volumetric, pastel, detailed, high quality",bottom,4060349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4049__seed_4060349.png,14.360458,ok,29.60944175720215,ViT-B-32/laion2b_s34b_b79k,0.274658203125,v2.1,0.7567368745803833,ImageReward-v1.0
p4050,4049,49,4,"Create ads inspired by nature's patterns using leaves, twigs, and flowers. Use collage and printing for unique, textured designs.",bottom,4061349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4050__seed_4061349.png,14.363916,ok,27.125131607055664,ViT-B-32/laion2b_s34b_b79k,0.2396240234375,v2.1,-0.38103005290031433,ImageReward-v1.0
p4051,4050,50,4,"A pixel art scene with two characters, a story conveyed through bold, chunky pixels and vibrant, blocky colors.",bottom,4062349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4051__seed_4062349.png,14.36226,ok,32.0301399230957,ViT-B-32/laion2b_s34b_b79k,0.2342529296875,v2.1,-0.669127881526947,ImageReward-v1.0
p4052,4051,51,4,"a realistic portrait of a smiling happy mask salesman, eyes closed, with detailed facial expressions, lifelike textures, and natural lighting, painted in a hyper-realistic style, highly detailed, sharp focus, 4k UHD image",bottom,4063349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4052__seed_4063349.png,14.610604,ok,30.1051082611084,ViT-B-32/laion2b_s34b_b79k,0.302001953125,v2.1,0.27382907271385193,ImageReward-v1.0
p4053,4052,52,4,"fantasy book cover, 3D model, dramatic chiaroscuro lighting, cozy atmosphere, intricate details, shadowy depths, vibrant color palette, high resolution, sharp focus",bottom,4064349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4053__seed_4064349.png,14.345394,ok,37.23461151123047,ViT-B-32/laion2b_s34b_b79k,0.24755859375,v2.1,0.7647743225097656,ImageReward-v1.0
p4054,4053,53,4,"King DDD, DDSOUR, captured in a high-contrast black and white photograph with dramatic shadows, grainy texture, and a vintage film look, rule of thirds composition, sharp focus, ethereal glow.",bottom,4065349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4054__seed_4065349.png,14.434151,ok,36.986427307128906,ViT-B-32/laion2b_s34b_b79k,0.255859375,v2.1,0.4651423990726471,ImageReward-v1.0
p4055,4054,54,4,"an intricate coin floating in a neon-lit cyberpunk cityscape, reflective surfaces gleaming under dramatic chiaroscuro, portrait, digital painting, anime key visual, smooth gradients, sharp focus, cinematic lighting, art by Artgerm and Greg Rutkowski",bottom,4066349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4055__seed_4066349.png,14.373785,ok,33.34889221191406,ViT-B-32/laion2b_s34b_b79k,0.294189453125,v2.1,1.159071922302246,ImageReward-v1.0
p4056,4055,55,4,"Henry Cavill as Superman, closeup, cinematic lighting, deep shadows, intense gaze, emotional depth, vibrant color palette, high resolution, photorealistic, trending on ArtStation - n 9",bottom,4067349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4056__seed_4067349.png,14.494927,ok,34.7933464050293,ViT-B-32/laion2b_s34b_b79k,0.32275390625,v2.1,1.9029736518859863,ImageReward-v1.0
p4057,4056,56,4,"A vibrant anime-style leak of the PlayStation 6, discreetly captured through a keyhole with bold colors, dynamic lines, and a dramatic chiaroscuro effect, 8K high resolution.",bottom,4068349,1,1000,stabilityai/stable-diffusion-3.5-large,25,7.0,1024,1024,/scratch/s5470161/bscthesis/results/sd35_7320_5thseed/chunk_4/images/p4057__seed_4068349.png,14.351059,ok,36.15171813964844,ViT-B-32/laion2b_s34b_b79k,0.2191162109375,v2.1,0.1882910281419754,ImageReward-v1.0
